JapaneseName	EnglishName
置き捨て黒煙・赤熱	Hairstage_black_smoke,_red_heat
粒・通常	Grain_and_normal
ブラー・通常	Buller,_normal
上爆発※Trans:1 Scale:2	Upper_explosion_※_Trans:_1_SCALE:_2
円形爆発※Scale:2	Round_explosion_※_Scale:_2
メッシュインパクトちぎれ※Trans:-6	Mesh_Impact_Chigireta_※_trans:_-6
小爆発線 ※Scale:1.7	Small_outbreak_line_※_SCALE:_1.7
岩破片	Rock_fragment
火花※Trans-1 Scale:2	Spark_※_trans-1_Scale:_2
インパクトチカチカ	Impact_chicka
余韻熱ブラー	Phosphate_heatbler
フラッシュコア	Flash_core
衝撃煙	Shock_smoke
疲れマズル火	Tired_muzzle_fire
マズルブラー	Muzzle_blur
マズルGPU粒	Muzzle_GPU_grain
疲れ体液	Tired_body_fluid
余韻体液	Helping_body_fluid
疲れ余韻体液	Tired_helping_fluid
予兆火	Sign
体液ディストーション	Body_fluid_distortion
Mesh弾_コア	Mesh_bullet_core
引火	Ignition
体液置き捨て	Body_fluid
火置き捨て	Abandoned
コンスト体液	Constroom
火ちぎれ	Ferocy
火余韻	Spin
火コア	Fire_core
火粒	Fire_grains
火余韻 FIX固定	Fire_achring_FIX_fixed
消火余韻煙	Extinguishing_cruel_smoke
通常体液	Normal_body_fluid
蒸気	vapor
体液開始	Body_fluid_start
赤熱蒸気開始	Red_heat_steam_start
赤熱体液チェイン※Transform注意	Red_pneumatic_fluid_chain_※_transform_attention
通常体液チェイン※Transform注意	Usually_body_fluid_chain_※_transform_attention
体液ディストーションコンスト	Body_fluid_distortion
【欠損】蒸気開始	[Defective]_Steam_start
【欠損】蒸気	【Defective】_Steam
【欠損】通常体液チェイン	[Default]_Normal_body_fluid_chain
【欠損】赤熱体液チェイン	【Defective】_Red_Hot_fluid_chain
赤熱体液チェイン	Red_pneumatic_liquid_chain
通常体液チェイン	Usually_body_fluid_chain
【欠損】体液ディストーションコンスト	[Default]_Body_fluid_distortion
【欠損】体液開始	【Defective】_Level_start
赤熱蒸気	Red_heat_vapor
赤熱体液余韻チェイン	Red_pneumatic_fluid_repulsion_chain
赤熱体液	Red_pneumatic_fluid
赤熱蒸気インパクト	Red_heat_steam_impact
通常蒸気インパクト	Normal_steam_impact
蒸気余韻	Rhyme
赤熱インパクト粒	Red_Heat_Impact_Grain
【欠損】余韻煙	[Default]_lever_smoke
【欠損】通常鱗	【Defective】_Normal
【欠損】赤熱鱗	【Defective】_Red_Heavy_Heart
【欠損】赤熱体液余韻チェイン	[Default]_Red_Hot_fluid_Lift_chain
【欠損】赤熱体液	[Defective]_red_pneumatic_fluid
【欠損】通常体液	[Default]_Normal_body_fluid
【欠損】赤熱インパクト粒	[Default]_Red_Heat_Impact_Grain
【欠損】ブラーインパクト	[Default]_Buller_Impact
【欠損】蒸気余韻	[Default]_Steam_afterlife
余韻リボン	Afterglow_ribbon
ぶわっ	Blunder
遅れてジョボジョボ1	Delayed_Jobojo_1
遅れてジョボジョボ2	Delayed_Jobojo_2
Kemuri	smoke
Kemuri0	Smoke_0
tuno,tume	TUNO,_TUME
子タル	Cattera
火花根本	Spark_field
大タル余韻	Lump
子タル余韻	Petal_afterlife
Node:火花	Node:_Spark
子タル火花3	Farewalk_3
大タル火花3	Tal_sparks_3
毒霧追従	VIM
毒霧範囲	Poison_slim
毒霧	Poison_mist
毒塵SINGLE	Poisoning_snug
インパクトしぶき	Impact_splash
麻痺針チェイン	Paralyzed_needle_chain
キラキラ粒	Glitter_grain
演出	Production
マズル余韻	Muzzle_lift
煙/小	Smoke_/_small
塵_重_大	Dust_heavy_large
ライトボリュームデカール2	Light_Volume_Decal_2
塵_軽_小	Dust_light_small
濃煙	Dark_smoking
散水	Watering
A毒泡	A_poisonous_bubble
飛沫0	Splash
崩れ蒸気	Vapor
中心蒸気	Central_vapor
氷粒大	Ice_grain
爆炎拡散	Blast
爆炎中心	Blast_center
くるくる黒煙	Brush_black_smoke
背中しぼみ黒煙	Backshill_black_smoke
背中しぼみ黒煙つなぎ	Backybird_black_smoke_connection
GPU_火花3	GPU_spark_3
石2	Stone_2
石0	Stone_0
置き捨てマズル	Heavy_muzzle
GPU_spark	GPU_SPARK
mod_surface	mod_surface
コンスト煙	Smoke
三角モデル0	Triangular_model_0
飛び回る虫/大	A_bug_to_fly
飛び回る虫/小	Flying_worm_/_small
糸1	One_yarn
糸2	Two
旧マヒ雷2	Old_Mahata_Illustration
ito	thread
sankaku	triangle
毒泡_ディストーション版	Poison_bubble_distortion_version
星	Star
粉チリチリ	Chilitty
発生時煙0	When_occurring_0
口煙	Mental_male
爆発0	Explosion_0
雑魚マヒ雷	Miki_Mahata
ピヨリ雷	Piyoli_lightning
こやし煙	Smoke
wakka	Wheel
BigHahen	BIGHAHEN
Tubu	Tubu
Kemuri1	Smoke_1
Kemuri2	Smoke_2
yokumaku	Wound
拘束時ワイヤー	Constraints_Wire
操竜時ワイヤー	Dragonweed_Wire
Hoid	HOID
Steer	STEER
操竜時ちぎれ	Time
ちぎれ中心	Chigety_heart
拘束時ちぎれ	Constrained_time
ちぎれ中心2	Chigira_center_2
GPU粉	GPU_powder
ワイヤーちぎれ	Wire
ゆがみインパクト	Distortion_impact
GPU_拡散	GPU_diffusion
Lightning	Lightning
Water	Water
Ice	ICE
Fire	FIRE
G_smoke	G_SMOKE
G_smoke_imp	G_SMOKE_IMP
S_smoke	S_SMOKE
S_smoke_imp	S_SMOKE_IMP
W_smoke	W_SMOKE
W_smoke_imp	W_SMOKE_IMP
I_smoke	I_SMOKE
I_smoke_ring	I_SMOKE_RING
M_smoke	M_SMOKE
M_smoke_imp	M_SMOKE_IMP
M_NodeBill	M_nodebill
I_NodeBill	I_NodeBill
インパクト/中：砂	Impact_/_inside:_sand
インパクト：雪	Impact:_Snow
濃い煙：雪	Dark_smoke:_Snow
岩/大：土/砂	Rock_/_large:_Sat_/_sand
岩/中：溶岩	Rock_/_middle:_lava
岩/大：溶岩	Rock_/_large:_lava
岩/中：雪	Rock_/_middle:_snow
岩/大：雪	Rock_/_Large:_Snow
濃い煙/中：砂	Dark_smoke_/_inside:_sand
余韻煙：砂	Clamless_Smoke:_Sand
ヒモ水/大：溶岩	Himo_water_/_large:_lava
水しぶき/大：溶岩	Splash_/_large:_lava
水インパクト/大：溶岩	Water_Impact_/_Large:_Lava
濡れ岩/中：水	Wet_rock_/_inside:_water
濡れ岩/大：水	Wet_rock_/_large:_water
土くれ（L）：砂	Earth_(L):_Sand
滞留煙：土	Stay_smoke:_soil
薄い煙：土	Thin_smoke:_soil
水しぶき粒：水	Water_plot_grain:_water
粒インパクト：土	Grain_impact:_Soil
土くれ（M）：土	Earth_(M):_Saturday
土くれ（M）：砂	Earth_(M):_sand
土くれ（S）：砂	Earth_(S):_Sand
滞留煙/小：土	Stay_smoke_/_small:_soil
水インパクト：水	Water_impact:_water
ディゾルブ粒/大：水	Dezorub_grains_/_large:_water
ディゾルブ粒/中：水	Dezorb_granules_/_in_water
濃い水煙：水	Dark_water_smoke:_water
濃い水煙/shallow：水	Dark_water_smoke_/_shallow:_water
薄い煙：雪	Thin_smoke:_snow
粒インパクト：雪	Grain_impact:_Snow
土くれ（M）：雪	Earth_(M):_Snow
土くれ（S）：雪	Earth_(S):_Snow
滞留煙/小：雪	Stay_smoke_/_small:_snow
煙/小：土	Smoke_/_small:_soil
濃い水煙/大：水	Dark_water_smoke_/_large:_water
土インパクト：土	Soil_impact:_Soil
土インパクト：雪	Soil_impact:_Snow
煙/小：雪	Smoke_/_small:_snow
ディゾルブ粒：雪	Dysolv_granules:_snow
濃い水煙/中：水	Dark_water_smoke_/_medium:_water
粒インパクト：水	Grain_impact:_water
濃い水煙/大中/shallow：水	Dark_water_smoke_/_large_/_shallow:_water
必殺チャージディストーション/Loop	Toku_Charge_Distortion_/_LOOP
黒ディストーション/Loop	Black_distortion_/_LOOP
黒ディストーション/Life120	Black_distortion_/_LIFE120
ラジアルブラー10m以下/Single	Radial_blur_10m_or_less_/_Single
無限ラジアルブラー/Loop	Infinite_Radial_Blur_/_LOOP
ラジアルブラー/Life120	Radial_blur_/_Life120
ぼわぼわ/Life120	Ballow_/_Life120
球状白ヒモ/Life120	Spherical_White_Hymo_/_Life120
地面白ヒモ/Life120	Gallery_White_Himo_/_Life120
Node炸裂粒/Life120	Node_bursting_grains_/_Life120
咆哮/中10m以下	Below / 10 m or less
百竜強咆哮/シーケンス	Ayakuryu Hotakai / Sequence
百竜強咆哮/シェル	Hyakemono Haze / Shell
通常強咆哮/シーケンス	Normal father / sequence
咆哮/中	Yell / middle
咆哮/小10m以下	Launch / small 10m or less
百竜必殺チャージ	Hyakemono Secach Charge
咆哮/小	Yell / small
【土】岩	【Sat】_Rock
【土・砂】岩小	[Saturday,_sand]_rock_small
【土】土くれ	【Sat】_Earth
【砂】土くれ	【Sand】_Earth
【土】煙_上	[Sat]_smoke_
【砂】煙_上	【Sand】_Smoke_
【土・砂】黒つぶ	[Saturday,_sand]_black
【土】余韻煙	[Sat]_Clazing
【砂】余韻煙	【Sand】_Last_smoke
【水 】濡れ岩_小	[Water]_wet_rock_small
【水 】濡れ岩_大	[Water]_wet_rock_large
【深水のみ 】水面	[Deep_water_only]_water_surface
【深水のみ 】波紋Dist	[Deep_water_only]_ripple_dist
【水 】水柱Dist	[Water]_Water_pillar_DIST
【水 】しぶきDist	[Water]_splash_dist
【水 】拡散水	[Water]_Diffusion_water
【水 】つぶ	[Wed]
【水 】余韻煙	[Water]_lever_smoke
【雪】破片_大	[Snow]_chip_large
【雪】破片_小	[Snow]_chip_small
【雪】土くれ	[Snow]_soil
【雪】煙_上	[Snow]_smoke_
【雪】つぶ	[Snow]
【雪】余韻煙	[Snow]_lever_smoke
【溶岩】岩_小	[Lava]_rock_small
【溶岩】岩_大	[Lava]_rock_large
【溶岩】水柱	[Lava]_water_column
【溶岩】糸系	[Lava]_yarn_system
【溶岩】拡散水	[Lava]_diffused_water
【溶岩】つぶ	[Lava]
【溶岩】余韻煙	[Lava]_lumping
【水 】Node粒	[Wed]_node_grain
【溶岩】Node粒	[Lava]_node_grain
【雪】Node粒	【Snow】_Node_grain
【土・砂】Node粒	[Sat_/_sand]_node_grain
岩粒：土/砂	Rock_granules:_Sat_/_sand
岩粒：雪	Rock_granules:_snow
岩粒：水	Rock_grain:_water
ヒモ水：水	Himo_water:_water
糸煙：砂	Finite_smoke:_sand
ディゾルブ粒：砂	Dyzorb_granules:_sand
まとまり岩粒：雪	Makoto_Rock_granules:_Snow
置き捨て中岩：雪	Heavy_rest:_snow
置き捨て大岩：雪	Heavy_rock:_Snow
飛ぶ岩：雪	Flying_rock:_Snow
ディゾルブ粒：溶岩	Dysolv_granules:_lava
ディゾルブ粒１：雪	Dysolv_granular_1:_Snow
ディゾルブ粒２：雪	Dysolv_granular_2:_snow
まとまり岩粒：溶岩	Makoto_Rock_granules:_lava
置き捨て中岩：溶岩	Hairdressing_Liotone:_Lava
置き捨て大岩：溶岩	Heavy_rock:_lava
飛ぶ岩：溶岩	Flying_rock:_lava
広範囲：薄い余韻煙：砂	Broadness:_Thinerant_smoke:_sand
広範囲：薄い余韻煙：雪	Wide_range:_thin_interpreting_smoke:_snow
中段：小岩：土/砂	Medium:_Small_rocks:_Sat_/_Sand
中段：小岩：水	Medium:_small_rocks:_water
中心：煙：土	Heart:_Smoke:_Soil
中心：煙：砂	Heart:_Smoke:_Sand
下段：広範囲小岩：土/砂	Bottom:_Wide_range_of_rocks:_Sat_/_sand
下段：広範囲小岩：雪	Bottom:_Wide_range_of_rocks:_Snow
土くれ/位置下：土	Earth_/_Position:_Saturday
土くれ/位置下：砂	Earth_/_Position:_Sand
土くれ/位置下：雪	Earth_/_Position:_Snow
下段：広範囲小岩：水	Bottom:_Wide_range_of_rocks:_water
広範囲：拡散粒：水	Wide_range:_diffusion_grains:_water
広範囲：拡散粒：雪	Wide_range:_diffusion_grains:_Snow
拡散しぶき：溶岩	Diffusion:_Lava
ディストーションしぶき：溶岩	Distortion_splash:_lava
中段：小岩：溶岩	Mid-stage:_small_rocks:_lava
下段：広範囲小岩：溶岩	Bottom:_Wide_range_of_rocks:_lava
糸煙/土	Earn_smoke_/_earth
糸煙/水と雪	Finished_smoke_/_water_and_snow
煙/土	Smoke_/_soil
煙/水と雪	Smoke_/_water_and_snow
Node粒/土	NODE_grain_/_soil
Node粒/水	Node_grain_/_water
Node粒/雪	NODE_grain_/_snow
糸煙/土0	Earn_smoke_/_Sat_0
煙/土0	Smoke_/_soil_0
Node粒/土0	Node_grain_/_Sat_0
糸煙/水と雪0	Finite_smoke_/_water_and_snow_0
煙/水と雪0	Smoke_/_water_and_snow_0
Node粒/水0	Node_grain_/_water_0
Node粒/雪0	NODE_grain_/_snow_0
岩粒/土	Rock_grain_/_soil
岩粒/水	Rock_granules_/_water
糸煙/水	Finite_smoke_/_water
煙/水	Smoke_/_water
煙小１つ/土	Smoke_small_one_/_soil
岩粒/雪	Rock_granules_/_snow
糸煙/雪	Far_(smoke_/_snow
煙/雪	Smoke_/_snow
煙小１つ/雪	Smoke_small_one_/_snow
煙小１つ/水	Smoke_small_one_/_water
まとまり岩粒0	Makoto_rock_grain_0
浮遊液	Floating_liquid
９０度円柱モデル	90-degree_cylinder_model
ヨコ２枚	2_horizontal
タテ２枚	2_vertical
中心軸	Central_axis
Y軸	Y-axis
Z軸	Z-axis
X軸	X-axis
3軸モデル	Three-axis_model
９０度円柱モデル0	90-degree_cylinder_model_0
Vector	Vector
Shell	Shell
Opacity	OPACITY
メッシュ芯	Mesh_core
メッシュ芯_不透明版	Mesh_core_opaque_version
ビルボード5枚	5_billboards
ビルボード5枚0	Billboard_5_pieces_0
全球モデル	Global_model
円柱モデル	Cylindrical_model
Xポリゴン2枚	2_x_polygons
Zポリゴン2枚	Z_polygon_2_sheets
円柱モデル0	Cylindrical_model_0
左下もや	Lower_left
Emitter20	EMITTER20
Emitter19	EMITTER19
Emitter13	EMITTER13
Emitter12	EMITTER12
ヒモ水1	Himo_water_1
床濡れ	Wetting
伝う水	Water
垂れ落ちる水	Water_that_drips
ヒモ水3	Himo_water_3
ヒモ水4	Himo_water_4
ヒモ水5	Himo_water_5
ヒモ水12	Himo_water_12
ヒモ水13	Himosu_13
ヒモ水8	Himo_water_8
ヒモ水2	Himo_water_2
ヒモ水10	Himo_water_10
ヒモ水11	Pasty_11
ヒモ水14	Himosu_14
ヒモ水15	Himosu_15
ヒモ水16	Himo_water_16
ヒモ水17	Pastworm_17
ヒモ水18	Himo_water_18
ヒモ水19	Himo_water_19
ヒモ水20	Plain_20
炎赤	Flame_red
炎青	Flame_blue
火花1	Spark_1
吹き出し9	Speech_bubble_9
吹き出し8	Speech_bubble_8
吹き出し4	Speech_bubble_4
吹き出し6	Speech_bubble_6
吹き出し5	Speech_bubble_5
ビルボード炎9	Billboard_flame_9
吹き出し7	Speech_bubble_7
吹き出し10	Speech_bubble_10
吹き出し11	Bubble_11
吹き出し12	Bubble_12
吹き出し13	Speech_bubble_13
吹き出し15	Bubble_15
吹き出し16	Bubble_16
吹き出し17	Speech_bubble_17
ビルボード炎6	Billboard_flame_6
ビルボード炎8	Billboard_flame_8
ビルボード炎10	Billboard_flame_10
BlackSmoke	Blacksmoke
WhiteSmoke	WhitesMoke
ヒモ水0	Himosu_0
ヒモ水6	Himo_water_6
ヒモ水7	Himo_water_7
雲	cloud
Emitter18	EMITTER18
Emitter16	Emitter16
under_fire	UNDER_FIRE
under_fire1	UNDER_FIRE1
under_fire2	UNDER_FIRE2
under_fire5	UNDER_FIRE5
under_fire4	UNDER_FIRE4
under_fire3	UNDER_FIRE3
under_fire0	UNDER_FIRE0
Behavior_Light	Behavior_light
leaf	LEAF
leaf0	LEAF0
particle_impact	particle_impact
Group0	Group0
Emitter21	Emitter21
Emitter22	EMITTER22
ground	ground
ground0	ground0
ground2	GROUND2
ground4	ground_4
ground3	ground3
under	UNDER
ground5	ground5
Group00	GROUP00
Group1	GROUP1
リボン炎	Ribbon_flame
leaf2	LEAF2
leaf1	LEAF1
口_炎L0	Mouth_flame_L0
口_炎L1	Mouth_flame_L1
口_黒煙2	Mouth_black_smoke_2
Behavior_Light1	Behavior_light1
roar	roar
Behavior_Light0	Behavior_light0
左腕_黒煙0	Left_arms_black_smoke_0
release	RELEASE
左腕_ヒモ煙1	Left_arm_neomacre_1
左腕_炎_縦_中央2	Left_arm_flame_vertical_central_2
左腕_粒0	Left_arm_grain_0
右腕_黒煙1	Right_arms_black_smoke_1
右腕_黒煙2	Right_arm_black_smoke_2
右腕_ヒモ煙2	Right_arm_neomal_smoke_2
右腕_炎_縦_中央3	Right_arm_flame_vertical_central_3
右腕_粒0	Right_arm_grain_0
左腕_粒1	Left_arm_grain_1
右腕_粒2	Right_arm_grain_2
右腕_粒3	Right_arm_B
右腕_粒1	Right_arm_grain_1
口_最後ヒモ煙右	Mouth_Last_Nomom
口_最後ヒモ煙左	Mouth_Last_Postnatal_Left
口_最後ヒモ煙右0	Mouth_Last_Nature_Right_0
口_最後ヒモ煙左0	Mouth_Last_Postnatal_Pit_0
L	L
口_黒煙1	Mouth_black_smoke_1
R	R
口_ヒモ煙	Ocle_
Distortion1	DISTORTION1
afterglow/cut32	afterglow_/_CUT32
particle_continue	Particle_Continue
particle_continue0	particle_continue0
不透明炎0	Flame_0
不透明炎1	Opaqueitis_1
メインオーラ	Main_Aura
Distortion0	DISTORTION0
巨大光0	Huge_light_0
巨大光	Huge_light
線光	Line_light
ライトシャフト	Light_shaft
ライトシャフト2	Light_shaft_2
放射光	Radiation
ライトシャフト1	Light_shaft_1
羽2	Feather_2
羽1	Feather_1
玉光3	Bold_3
玉光4	Ball_4
レンズフレア2	Lens_Flare_2
レンズフレア移動用	For_lens_flares
日の光	Sunlight
太いライトシャフト	Thick_light_shaft
細いライトシャフト	Slim_light_shaft
地面煙	Ground_smoke
光源元煙	Light_source_smoke
ライトシャフト_上木	Light_shaft__上
ライトシャフト_下木	Light_shaft_late_wood
ライトシャフト_全体	Light_shaft_
ライトシャフト_手前	Light_shaft_
レンズフレア	Lens_flare
手前光源周りもや	The_front_light_source
奥光源周りもや	Both_the_back_source
背景雲	Background_cloud
左下静止煙	Left_and_downstatic_smoke
左側もや	Left_side
中央煙	Central_smoke
左側右煙	Right_smoke
左側左煙	Leftmost_smoke
右上煙	Right_smoke
右上もや	Upper_right
右下煙	Lower_right_smoke
右下もや	Lower_right
日の光0	Sunlight_0
横線	horizontal_line
横線根本	Blank_line
ライトシャフト_青系	Light_shaft_blue_system
粒橙/赤	Grain_/_red
横端粒	Horizontal_grain
長い横粒	Long_side_grain
粒青/白	Grain_blue_/_white
粒緑/白	Grain_green_/_white
七色粒/青	Seven_color_grains_/_blue
七色粒/緑	Seven_color_grains_/_green
七色粒/赤	Seven_color_grains_/_red
手前雲	Front_cloud
全体粒	Overall_grain
全体煙	Overall_smoke
胸roop煙	Chest_Roop_smoke
背中roop煙	Back_Roop_Smoke
右手煙	Right-hand_smoke
左手煙	Smoke
背中もや	Back
胸ループ煙	Chest_loop_smoke
左粒	Left_grain
尻尾煙	Tail_smoke
尻尾煙0	Table_smoke_0
左手0	Left_hand
背中固定煙	Backwear_smoke
胸固定煙	Chest_fixed_smoke
口内唾液1	Oral_saliva_1
口内唾液2	Oral_saliva_2
よだれもや	Bareness
よだれメイン	Lump_main
咆哮dis	Dice
体大煙	Violent_smoke
尻尾大煙	Tails_of_Tails
体全体粒	Whole_body
尻尾固定煙	Tail_fixed_smoke
胸煙	Smoke
背中煙	Smoke
咆哮時口内1	In_the_end_of_the_eye
咆哮時口内2	In_the_eyebrow_4
雲散らし煙	Clouds_smoke
光る粒	Grain
背中0	Back_0
右鉄部	Right_iron
尻尾10	Tail_10
背中煙roop	Back_smoke_ROOP
rotation_wind_cherry	ROTATION_WIND_CHERRY
rotation_wind_cherry0	ROTATION_WIND_CHERRY0
rotation_wind_cherry1	ROTATION_WIND_CHERRY1
up_wind_cherry0	UP_WIND_CHERRY0
attach_cherry	Attach_Cherry
switching	switching
line	LINE
wind_cherry	WIND_CHERRY
particle	particle
particle0	particle_0
particle2	particle_2
particle1	particle_1
smoke5	smoke5
smoke8	smoke8
smoke6	smoke6
smoke14	smoke14
smoke15	smoke15
smoke17	smoke17
smoke11	smoke11
smoke12	smoke12
smoke13	smoke13
smoke9	smoke9
Emitter24	Emitter24
GPU_花びら	Gpu_petals
GPU_花びら0	GPU_Petal_0
左奥_流れ	Left_back_Flow
左奥初回のみ	Left_back_only
右奥_流れ	Backward_flow
右奥_初回のみ	Right_back_first_only
右前_流れ	Right_Previous_Flow
右前_初回のみ	Right_Previous_first_time
手前	In_front
奥	Back
花びら_受付嬢	Petal_receptionist
花びら_観客	Petals_audience
花びら_提灯前	Petals_
花びら_提灯下	Petal_Light
花びら_手前上	Petals_
中間01	Mid_01
中間04	Mid_04
中間03	Mid_03
中間02	Middle_02
花びら_左	Petal_left
花びら_左奥	Petals_Left
橋手前	Beforehand
橋奥	Back_of_the_bridge
流れる止め絵用	For_flowing_picture
流れる	Flow
橋下	Under_the_bridge
ライトシャフト0	Light_shaft_0
入射光細	Incident_light
光源	light_source
揺らぎ光	Fluctuation_light
左奥	Back_of_the_left
右奥	Backward
手前L	L
手前R	Previous_R
手前R初回のみ	Previous_R_first_time
ハレーション0	Hallation_0
画面右下ライト	Screen_lower_right_light
画面右下ライト1	Screen_lower_right_Light_1
画面右下ライト0	Screen_lower_right_light_0
入射光細0	Incident_optical_0
入射光細2	Incident_light_2
入射光細1	Incident_light_1
フレア_小さい粒赤	Flare_small_grain_red
フレア_小さい粒	Flare_small_grain
フレア_小さい粒長細	Flare_small_grain_length
七色フレア1_R	Seven-color_Flare_1_r
七色フレア1_G	Seven_Color_Flare_1_g
七色フレア1_B	Seven_Color_Flare_1_b
七色フレア3_R	Seven-color_Flare_3_r
七色フレア3_G	Seven-color_Flare_3_G
七色フレア3_B	Seven_Color_Flare_3_B
七色フレア2_R	Seven_Color_Flare_2_r
七色フレア2_G	Seven-color_Flare_2_g
七色フレア2_B	Seven_Color_Flare_2_b
フレア_中粒	Flare_medium_grain
フレア_広範囲赤	Flare_Wide_range_red
フレア_広範囲赤0	Flare_Wide_range_red_0
根本	root
初回煙	First_one_smoke
main	main
L0	L0
back	back
Cut18	CUT18
HipDrop	Hipdrop
front	front
mauth	mauth
shu5	shu5
paper	paper
shu4	shu4
paper1	Paper_1
shu3	shu3
paper0	Paper0
paper2	Paper_2
paper3	Paper_3
paper4	Paper_4
Blue_Fire	Blue_fire
火の粉0	Fire_powder_0
First	FIRST
after1	after1
first	FIRST
handL0	Handl0
handR	handr
handR0	handr0
handR1	handr1
吹き出し14	Speech_bubble_14
吹き出し18	Bubble_18
ビルボード炎11	Billboard_flame_11
吹き出し29	Bubble_29
吹き出し30	Speech_bubble_30
ビルボード炎3	Billboard_flame_3
ビルボード炎12	Billboard_flame_12
ビルボード炎13	Billboard_flame_13
吹き出し34	Speech_bubble_34
ビルボード炎14	Billboard_flame_14
吹き出し44	Speech_bubble_44
吹き出し45	Speech_bubble_45
ビルボード炎4	Billboard_flame_4
ビルボード炎7	Billboard_flame_7
ビルボード炎15	Billboard_flame_15
ビルボード炎16	Billboard_flame_16
ビルボード炎17	Billboard_flame_17
吹き出し65	Speech_bubble_65
初回煙0	First_time_smoke_0
吹き出し68	Speech_bubble_68
初回煙3	First_one_smoke_3
吹き出し70	Speech_bubble_70
初回煙5	First_time_smoke_5
ビルボード炎20	Billboard_flame_20
吹き出し69	Speech_bubble_69
初回煙4	First_one_smoke_4
Fire2	FIRE2
Fire1	FIRE1
Fire0	Fire0
front_smoke	Front_Smoke
right0	right0
left	LEFT
right	right
L_Rock	L_rock
R_Rock	R_rock
impact0	IMPACT0
smoke16	smoke16
smoke10	smoke10
R_after1	R_AFTER1
smoke7	smoke7
smoke0	smoke0
smoke4	smoke4
fall_rock	fall_rock
grain3	grain3
L_Stone_spark0	L_STONE_SPARK0
L_after	L_AFTER
thunderbolt0	Thunderbolt0
grain2	grain2
grain0	grain0
L_Stone_spark2	L_STONE_SPARK2
R_after	R_AFTER
L_Stone_spark1	L_STONE_SPARK1
L_after0	L_AFTER0
thunderbolt1	Thunderbolt1
grain1	grain1
smoke1	smoke1
flash0	Flash_0
Electrification_Sky	Electrification_sky
背中：大きいバチバチ12	Back:_Big_Bachi_12
R_after0	R_AFTER0
R_after2	R_AFTER2
R_after3	R_AFTER3
R_after4	R_AFTER4
grain4	grain4
flash1	Flash1
L_Stone_spark	L_stone_spark
thunderbolt	Thunderbolt
grain	grain
flash2	Flash2
flash3	Flash3
thunderbolt4	Thunderbolt4
thunderbolt2	Thunderbolt2
thunderbolt3	Thunderbolt3
flash_cloud	Flash_Cloud
Electrification_Sky0	Electrification_sky0
front0	Front0
back0	Back_0
L_Arm_spark	L_ARM_SPARK
R_Arm_spark0	R_ARM_SPARK0
Head	HEAD
Chest_spark2	CHEST_SPARK2
Back_spark3	BACK_SPARK3
Tail_spark4	Tail_spark4
Back_spark5	BACK_SPARK5
Back_spark6	BACK_SPARK6
Chest_spark3	CHEST_SPARK3
Back_spark4	BACK_SPARK4
Chest_spark4	CHEST_SPARK4
煙_中央	Smoke_central
煙_中央0	Smoke_Chuo_0
煙_中央_3	Smoke_Chuo_3
煙_中央_4	Smoke_Chuo_4
インパクト_カメラ前巻煙	Impact_Camera_Previous_Smoke
smoke3	smoke3
smoke2	smoke2
smoke18	smoke18
front_grain_wind0	Front_grain_wind0
front_grain_wind	Front_grain_wind
under_ground	UNDER_GROUND
storm_yarn0	storm_yarn0
storm_yarn2	Storm_yarn2
storm_yarn3	Storm_yarn3
Group3	Group3
Group2	Group2
Group4	Group4
桜奥	Crab
桜	Cherry_Blossoms
カメラに近い桜	Cherry_blossoms_close_to_the_camera
軌跡余韻	Long_rhyme
軌跡余韻グロー	Trajectory_Lift_Glow
斬られた桜	Cherry_blossoms
roop桜S	ROOP_Cherry_Scrub_S
roop桜L	ROOP_Cherry_blossom_L
roop桜LL	ROOP_Cherry_blossom_LL
カメラぼけ桜	Camera_blur_cherry_blossoms
ぼけた桜	Blurred_cherry_blossoms
はなびら	Navifiable
剣抜くとき	When_you_get_rid_of
納刀	Dazzling
振り回すとき	When_swinging
中央グロー	Central_glow
中央ライン光	Central_line_light
虹線R	Rainbow_Line_R
虹線B	Rainbow_Line_B
虹線G	Rainzire_G
メイン粒細かい	Main_granular_grain
虹フレア	Rainbow_flare
メインシャープ粒	Main_shap
メイン粒大きい	Main_grain_larger
右下フレア	Lower_right_flares
丸	Circle
メイン粒大青	Main_grain_large_blue
横線ぼかし	Blur
横線中央	Horizontal_line_central
横線最細	Straight_line
右大炎	Right_flame
細かい炎大	Fine_flame
細かい炎小	Fine_flame_small
ぼけ粒	Blurred_grain
ボケなし粒	Bokeless_grain
白い煙	White_pit
弾の移動	Moving_bullets
light	light
imp	IMP
インパ紫粒1	Ipa_purple_grain_1
imp_Dis	IMP_DIS
飛び散る炎	Flame_to_splatter
impひのこ	IMP_Hinoko
imp_黒煙	IMP_black_smoke
余韻散る炎	Flame
余韻_炎roop	Afterglow_flame_ROOP
舞い上がる砂煙	Massing_sand_smoke
細かい床炎	Fine_floor_flame
大きめ床炎	Big_floor_flame
メイン床炎	Main_floor_inflammation
漂う火の粉	Fire_powder_drifting
弾_火の粉	Bullet___fire_powder
imp0	IMP0
01_imp_Distortion	01_imp_distion
舞い上がる砂煙左側	Dance_up_sand_pale_smoke_left_side
煙用ディティール炎	Ditle_flame_for_smoke
床炎細かい	Flash
床炎細かい手前	Flash_fine_hand
左手前粒	Front_grain
舞い上がる砂煙正面	Mass_smoke_front
